import time: self [us] | cumulative | imported package
import time:      6111 |       6612 |                                       cryptography.x509.name
import time:       703 |       7315 |                                     cryptography.x509.general_name
import time:       518 |       7833 |                                   cryptography.x509.verification
import time:       670 |        670 |                                     cryptography.hazmat.primitives.asymmetric.x448
import time:       600 |        600 |                                     cryptography.hazmat.primitives.asymmetric.x25519
import time:       659 |        659 |                                       cryptography.hazmat.primitives.asymmetric.dh
import time:       679 |       1338 |                                     cryptography.hazmat.primitives.asymmetric.types
import time:      1164 |       1164 |                                       cryptography.hazmat.primitives.constant_time
import time:      2521 |       3684 |                                     cryptography.x509.extensions
import time:      1511 |       7802 |                                   cryptography.x509.base
import time:       810 |      17295 |                                 cryptography.x509
import time:       424 |        424 |                                       cryptography.hazmat.bindings.openssl
import time:       808 |        808 |                                         cryptography.hazmat.bindings.openssl._conditional
import time:      1689 |       2497 |                                       cryptography.hazmat.bindings.openssl.binding
import time:       926 |       3847 |                                     cryptography.hazmat.backends.openssl.backend
import time:       793 |       4640 |                                   cryptography.hazmat.backends.openssl
import time:        16 |       4655 |                                 cryptography.hazmat.backends.openssl.backend
import time:      1417 |      23367 |                               google.auth.crypt.es
import time:       770 |        770 |                               google.auth.crypt.es256
import time:       585 |        585 |                                 google.auth.crypt._cryptography_rsa
import time:       720 |       1305 |                               google.auth.crypt.rsa
import time:      1174 |      27601 |                             google.auth.crypt
import time:       479 |      28079 |                           google.auth._service_account_info
import time:       528 |        528 |                             google.auth._exponential_backoff
import time:       481 |        481 |                             google.auth.transport.mtls
import time:       695 |       1702 |                           google.auth.iam
import time:       686 |        686 |                             google.auth._cache
import time:      1330 |       2016 |                           google.auth.jwt
import time:       650 |        650 |                           google.oauth2._client
import time:      1347 |      34300 |                         google.oauth2.service_account
import time:      1060 |      38176 |                       google.auth.transport.grpc
import time:       892 |        892 |                       google.auth.transport.requests
import time:       513 |        513 |                       google.api_core.general_helpers
import time:      2012 |      45317 |                     google.api_core.grpc_helpers
import time:       806 |      46122 |                   google.api_core.gapic_v1.method
import time:      1276 |       1276 |                     google.api_core.grpc_helpers_async
import time:       530 |       1805 |                   google.api_core.gapic_v1.method_async
import time:       534 |        534 |                   google.api_core.gapic_v1.routing_header
import time:       831 |     171232 |                 google.api_core.gapic_v1
import time:       942 |        942 |                 google.api_core.client_options
import time:       583 |        583 |                 google.longrunning
import time:       508 |        508 |                         google.api
import time:      1302 |       1302 |                           google.api.http_pb2
import time:      2032 |       2032 |                           google.protobuf.descriptor_pb2
import time:      2067 |       5400 |                         google.api.annotations_pb2
import time:       977 |        977 |                           google.api.launch_stage_pb2
import time:      1422 |       2399 |                         google.api.client_pb2
import time:       541 |        541 |                         google.protobuf.empty_pb2
import time:       826 |       9672 |                       google.longrunning.operations_proto_pb2
import time:       549 |      10220 |                     google.longrunning.operations_pb2_grpc
import time:       503 |      10723 |                   google.longrunning.operations_grpc_pb2
import time:      1194 |      11916 |                 google.longrunning.operations_pb2
import time:       613 |        613 |                 google.protobuf.field_mask_pb2
import time:       766 |        766 |                                     google.protobuf.struct_pb2
import time:      1117 |       1117 |                                     google.protobuf.wrappers_pb2
import time:        76 |         76 |                                       google.protobuf.pyext._message
import time:       833 |        908 |                                     proto.marshal.compat
import time:       669 |        669 |                                         proto.utils
import time:       955 |       1624 |                                       proto.marshal.collections.maps
import time:       621 |        621 |                                       proto.marshal.collections.repeated
import time:      1006 |       3250 |                                     proto.marshal.collections
import time:       746 |        746 |                                     proto.marshal.rules
import time:      1463 |       1463 |                                     proto.marshal.rules.bytes
import time:       861 |        861 |                                       proto.primitives
import time:      1124 |       1985 |                                     proto.marshal.rules.stringy_numbers
import time:       573 |        573 |                                       proto.datetime_helpers
import time:       576 |       1148 |                                     proto.marshal.rules.dates
import time:       577 |        577 |                                     proto.marshal.rules.struct
import time:       542 |        542 |                                     proto.marshal.rules.wrappers
import time:       465 |        465 |                                     proto.marshal.rules.field_mask
import time:      1261 |      14224 |                                   proto.marshal.marshal
import time:       525 |      14748 |                                 proto.marshal
import time:        22 |      14770 |                               proto.marshal.rules
import time:       499 |      15268 |                             proto.marshal.rules.message
import time:       720 |      15988 |                           proto._file_info
import time:       659 |        659 |                           proto._package_info
import time:       666 |        666 |                           proto.marshal.rules.enums
import time:       927 |      18239 |                         proto.enums
import time:       596 |        596 |                         proto.fields
import time:      1151 |       1151 |                           google.protobuf.json_format
import time:      1043 |       2193 |                         proto.message
import time:       624 |        624 |                         proto.modules
import time:       373 |        373 |                         proto.version
import time:       872 |      22896 |                       proto
import time:      3041 |       3041 |                         google.ai.generativelanguage_v1beta.types.content
import time:      1051 |       4092 |                       google.ai.generativelanguage_v1beta.types.cached_content
import time:      1161 |      28147 |                     google.ai.generativelanguage_v1beta.types.cache_service
import time:       899 |        899 |                     google.ai.generativelanguage_v1beta.types.citation
import time:      1629 |       1629 |                       google.ai.generativelanguage_v1beta.types.safety
import time:      1088 |       2716 |                     google.ai.generativelanguage_v1beta.types.discuss_service
import time:      1436 |       1436 |                     google.ai.generativelanguage_v1beta.types.file
import time:      1047 |       1047 |                     google.ai.generativelanguage_v1beta.types.file_service
import time:      1700 |       1700 |                       google.ai.generativelanguage_v1beta.types.retriever
import time:      4995 |       6695 |                     google.ai.generativelanguage_v1beta.types.generative_service
import time:      1192 |       1192 |                     google.ai.generativelanguage_v1beta.types.model
import time:      1581 |       1581 |                       google.ai.generativelanguage_v1beta.types.tuned_model
import time:      2142 |       3723 |                     google.ai.generativelanguage_v1beta.types.model_service
import time:      1949 |       1949 |                     google.ai.generativelanguage_v1beta.types.permission
import time:      1186 |       1186 |                     google.ai.generativelanguage_v1beta.types.permission_service
import time:       792 |        792 |                     google.ai.generativelanguage_v1beta.types.prediction_service
import time:      2035 |       2035 |                     google.ai.generativelanguage_v1beta.types.retriever_service
import time:      1497 |       1497 |                     google.ai.generativelanguage_v1beta.types.text_service
import time:      1442 |      54750 |                   google.ai.generativelanguage_v1beta.types
import time:      1401 |      56151 |                 google.ai.generativelanguage_v1beta.services.cache_service.pagers
import time:       690 |        690 |                   google.api_core.client_logging
import time:      1364 |       1364 |                       google.ai.generativelanguage_v1beta.services.cache_service.transports.base
import time:       837 |        837 |                       google.ai.generativelanguage_v1beta.services.cache_service.transports.grpc
import time:       783 |        783 |                       google.ai.generativelanguage_v1beta.services.cache_service.transports.grpc_asyncio
import time:      1349 |       1349 |                         google.api_core.rest_helpers
import time:       790 |        790 |                           google.api_core._rest_streaming_base
import time:       570 |       1359 |                         google.api_core.rest_streaming
import time:      1287 |       1287 |                           google.api_core.path_template
import time:      1348 |       2634 |                         google.ai.generativelanguage_v1beta.services.cache_service.transports.rest_base
import time:      4605 |       9946 |                       google.ai.generativelanguage_v1beta.services.cache_service.transports.rest
import time:       971 |      13899 |                     google.ai.generativelanguage_v1beta.services.cache_service.transports
import time:        14 |      13913 |                   google.ai.generativelanguage_v1beta.services.cache_service.transports.base
import time:      1585 |      16187 |                 google.ai.generativelanguage_v1beta.services.cache_service.client
import time:      1265 |    2858405 |               google.ai.generativelanguage_v1beta.services.cache_service.async_client
import time:       804 |    2859769 |             google.ai.generativelanguage_v1beta.services.cache_service
import time:      1045 |       1045 |                       google.ai.generativelanguage_v1beta.services.discuss_service.transports.base
import time:      1112 |       1112 |                       google.ai.generativelanguage_v1beta.services.discuss_service.transports.grpc
import time:       802 |        802 |                       google.ai.generativelanguage_v1beta.services.discuss_service.transports.grpc_asyncio
import time:       789 |        789 |                         google.ai.generativelanguage_v1beta.services.discuss_service.transports.rest_base
import time:      1489 |       2277 |                       google.ai.generativelanguage_v1beta.services.discuss_service.transports.rest
import time:      1505 |       6739 |                     google.ai.generativelanguage_v1beta.services.discuss_service.transports
import time:        14 |       6753 |                   google.ai.generativelanguage_v1beta.services.discuss_service.transports.base
import time:      1305 |       8057 |                 google.ai.generativelanguage_v1beta.services.discuss_service.client
import time:       937 |       8993 |               google.ai.generativelanguage_v1beta.services.discuss_service.async_client
import time:      1068 |      10061 |             google.ai.generativelanguage_v1beta.services.discuss_service
import time:       964 |        964 |                 google.ai.generativelanguage_v1beta.services.file_service.pagers
import time:      1082 |       1082 |                       google.ai.generativelanguage_v1beta.services.file_service.transports.base
import time:      1331 |       1331 |                       google.ai.generativelanguage_v1beta.services.file_service.transports.grpc
import time:      1599 |       1599 |                       google.ai.generativelanguage_v1beta.services.file_service.transports.grpc_asyncio
import time:       695 |        695 |                         google.ai.generativelanguage_v1beta.services.file_service.transports.rest_base
import time:      1471 |       2166 |                       google.ai.generativelanguage_v1beta.services.file_service.transports.rest
import time:      1114 |       7290 |                     google.ai.generativelanguage_v1beta.services.file_service.transports
import time:        17 |       7307 |                   google.ai.generativelanguage_v1beta.services.file_service.transports.base
import time:      1343 |       8649 |                 google.ai.generativelanguage_v1beta.services.file_service.client
import time:      1118 |      10730 |               google.ai.generativelanguage_v1beta.services.file_service.async_client
import time:       754 |      11483 |             google.ai.generativelanguage_v1beta.services.file_service
import time:      1033 |       1033 |                       google.ai.generativelanguage_v1beta.services.generative_service.transports.base
import time:       821 |        821 |                       google.ai.generativelanguage_v1beta.services.generative_service.transports.grpc
import time:      1135 |       1135 |                       google.ai.generativelanguage_v1beta.services.generative_service.transports.grpc_asyncio
import time:      1164 |       1164 |                         google.ai.generativelanguage_v1beta.services.generative_service.transports.rest_base
import time:      2369 |       3532 |                       google.ai.generativelanguage_v1beta.services.generative_service.transports.rest
import time:      1281 |       7800 |                     google.ai.generativelanguage_v1beta.services.generative_service.transports
import time:        14 |       7814 |                   google.ai.generativelanguage_v1beta.services.generative_service.transports.base
import time:      1244 |       9057 |                 google.ai.generativelanguage_v1beta.services.generative_service.client
import time:      1236 |      10292 |               google.ai.generativelanguage_v1beta.services.generative_service.async_client
import time:       808 |      11099 |             google.ai.generativelanguage_v1beta.services.generative_service
import time:       823 |        823 |                   google.api_core.protobuf_helpers
import time:       837 |        837 |                     google.api_core.future.base
import time:      1165 |       2002 |                   google.api_core.future
import time:       520 |        520 |                     google.api_core.future._helpers
import time:       668 |       1187 |                   google.api_core.future.polling
import time:       533 |        533 |                   google.rpc.code_pb2
import time:      1743 |       6287 |                 google.api_core.operation
import time:       650 |        650 |                   google.api_core.future.async_future
import time:       600 |       1249 |                 google.api_core.operation_async
import time:       871 |        871 |                 google.ai.generativelanguage_v1beta.services.model_service.pagers
import time:       774 |        774 |                               google.api_core.operations_v1.pagers_base
import time:       796 |       1570 |                             google.api_core.operations_v1.pagers
import time:      1423 |       1423 |                                 google.api_core.operations_v1.transports.base
import time:      1632 |       1632 |                                 google.api_core.operations_v1.transports.rest
import time:      1326 |       1326 |                                       google.auth.aio
import time:      1418 |       2743 |                                     google.auth.aio.transport
import time:      1321 |       1321 |                                     google.auth.aio.credentials
import time:       512 |        512 |                                       google.auth.aio._helpers
import time:       763 |       1275 |                                     google.auth.aio.transport.aiohttp
import time:      1034 |       6373 |                                   google.auth.aio.transport.sessions
import time:      1173 |       7546 |                                 google.api_core.operations_v1.transports.rest_asyncio
import time:      1405 |      12004 |                               google.api_core.operations_v1.transports
import time:        17 |      12020 |                             google.api_core.operations_v1.transports.base
import time:       830 |        830 |                             google.api_core.operations_v1.abstract_operations_base_client
import time:       822 |      15241 |                           google.api_core.operations_v1.abstract_operations_client
import time:       692 |        692 |                               google.api_core.page_iterator
import time:       644 |       1335 |                             google.api_core.page_iterator_async
import time:       739 |       2074 |                           google.api_core.operations_v1.operations_async_client
import time:       548 |        548 |                           google.api_core.operations_v1.operations_client
import time:       832 |        832 |                             google.api_core.operations_v1.pagers_async
import time:       643 |       1475 |                           google.api_core.operations_v1.operations_rest_client_async
import time:       938 |      20274 |                         google.api_core.operations_v1
import time:      1091 |      21365 |                       google.ai.generativelanguage_v1beta.services.model_service.transports.base
import time:      1009 |       1009 |                       google.ai.generativelanguage_v1beta.services.model_service.transports.grpc
import time:      1018 |       1018 |                       google.ai.generativelanguage_v1beta.services.model_service.transports.grpc_asyncio
import time:       726 |        726 |                         google.ai.generativelanguage_v1beta.services.model_service.transports.rest_base
import time:      1443 |       2168 |                       google.ai.generativelanguage_v1beta.services.model_service.transports.rest
import time:      1452 |      27010 |                     google.ai.generativelanguage_v1beta.services.model_service.transports
import time:        12 |      27022 |                   google.ai.generativelanguage_v1beta.services.model_service.transports.base
import time:      1143 |      28165 |                 google.ai.generativelanguage_v1beta.services.model_service.client
import time:      1739 |      38309 |               google.ai.generativelanguage_v1beta.services.model_service.async_client
import time:      1156 |      39465 |             google.ai.generativelanguage_v1beta.services.model_service
import time:      1106 |       1106 |                 google.ai.generativelanguage_v1beta.services.permission_service.pagers
import time:      1168 |       1168 |                       google.ai.generativelanguage_v1beta.services.permission_service.transports.base
import time:       817 |        817 |                       google.ai.generativelanguage_v1beta.services.permission_service.transports.grpc
import time:      1092 |       1092 |                       google.ai.generativelanguage_v1beta.services.permission_service.transports.grpc_asyncio
import time:       903 |        903 |                         google.ai.generativelanguage_v1beta.services.permission_service.transports.rest_base
import time:      1993 |       2895 |                       google.ai.generativelanguage_v1beta.services.permission_service.transports.rest
import time:      1219 |       7190 |                     google.ai.generativelanguage_v1beta.services.permission_service.transports
import time:        13 |       7203 |                   google.ai.generativelanguage_v1beta.services.permission_service.transports.base
import time:      1291 |       8493 |                 google.ai.generativelanguage_v1beta.services.permission_service.client
import time:      1168 |      10767 |               google.ai.generativelanguage_v1beta.services.permission_service.async_client
import time:       792 |      11559 |             google.ai.generativelanguage_v1beta.services.permission_service
import time:       969 |        969 |                       google.ai.generativelanguage_v1beta.services.prediction_service.transports.base
import time:       790 |        790 |                       google.ai.generativelanguage_v1beta.services.prediction_service.transports.grpc
import time:       797 |        797 |                       google.ai.generativelanguage_v1beta.services.prediction_service.transports.grpc_asyncio
import time:       792 |        792 |                         google.ai.generativelanguage_v1beta.services.prediction_service.transports.rest_base
import time:      1786 |       2578 |                       google.ai.generativelanguage_v1beta.services.prediction_service.transports.rest
import time:      2105 |       7237 |                     google.ai.generativelanguage_v1beta.services.prediction_service.transports
import time:        14 |       7250 |                   google.ai.generativelanguage_v1beta.services.prediction_service.transports.base
import time:       962 |       8212 |                 google.ai.generativelanguage_v1beta.services.prediction_service.client
import time:       907 |       9119 |               google.ai.generativelanguage_v1beta.services.prediction_service.async_client
import time:      1076 |      10194 |             google.ai.generativelanguage_v1beta.services.prediction_service
import time:      1135 |       1135 |                 google.ai.generativelanguage_v1beta.services.retriever_service.pagers
import time:      1572 |       1572 |                       google.ai.generativelanguage_v1beta.services.retriever_service.transports.base
import time:      1013 |       1013 |                       google.ai.generativelanguage_v1beta.services.retriever_service.transports.grpc
import time:      1061 |       1061 |                       google.ai.generativelanguage_v1beta.services.retriever_service.transports.grpc_asyncio
import time:      1250 |       1250 |                         google.ai.generativelanguage_v1beta.services.retriever_service.transports.rest_base
import time:      2456 |       3706 |                       google.ai.generativelanguage_v1beta.services.retriever_service.transports.rest
import time:      1470 |       8819 |                     google.ai.generativelanguage_v1beta.services.retriever_service.transports
import time:        14 |       8832 |                   google.ai.generativelanguage_v1beta.services.retriever_service.transports.base
import time:      1983 |      10815 |                 google.ai.generativelanguage_v1beta.services.retriever_service.client
import time:      1862 |      13811 |               google.ai.generativelanguage_v1beta.services.retriever_service.async_client
import time:      1451 |      15262 |             google.ai.generativelanguage_v1beta.services.retriever_service
import time:      1209 |       1209 |                       google.ai.generativelanguage_v1beta.services.text_service.transports.base
import time:       922 |        922 |                       google.ai.generativelanguage_v1beta.services.text_service.transports.grpc
import time:      1251 |       1251 |                       google.ai.generativelanguage_v1beta.services.text_service.transports.grpc_asyncio
import time:       960 |        960 |                         google.ai.generativelanguage_v1beta.services.text_service.transports.rest_base
import time:      1782 |       2741 |                       google.ai.generativelanguage_v1beta.services.text_service.transports.rest
import time:       991 |       7112 |                     google.ai.generativelanguage_v1beta.services.text_service.transports
import time:        14 |       7126 |                   google.ai.generativelanguage_v1beta.services.text_service.transports.base
import time:      1094 |       8220 |                 google.ai.generativelanguage_v1beta.services.text_service.client
import time:      1525 |       9744 |               google.ai.generativelanguage_v1beta.services.text_service.async_client
import time:      1202 |      10946 |             google.ai.generativelanguage_v1beta.services.text_service
import time:      1019 |    2981521 |           google.ai.generativelanguage_v1beta
import time:        22 |    2981542 |         google.ai.generativelanguage_v1beta.types
import time:      1030 |    2982571 |       google.generativeai.protos
import time:      1051 |       1051 |           google.generativeai.string_utils
import time:       829 |       1880 |         google.generativeai.types.citation_types
import time:       184 |        184 |                 socks
import time:      1506 |       1506 |                     pyparsing.warnings
import time:      1205 |       1205 |                     pyparsing.util
import time:       930 |        930 |                       pyparsing.unicode
import time:      2827 |       3756 |                     pyparsing.exceptions
import time:      1030 |       1030 |                       pyparsing.results
import time:       866 |       1896 |                     pyparsing.actions
import time:     17952 |      17952 |                     pyparsing.core
import time:      2946 |       2946 |                     pyparsing.helpers
import time:      9944 |       9944 |                           unittest.util
import time:     11129 |      21073 |                         unittest.result
import time:     35262 |      35262 |                           difflib
import time:     22631 |      57892 |                         unittest.case
import time:     25135 |      25135 |                         unittest.suite
import time:     22615 |      22615 |                         unittest.loader
import time:     17081 |      17081 |                             unittest.signals
import time:     20075 |      37156 |                           unittest.runner
import time:     23034 |      60189 |                         unittest.main
import time:     11567 |     198469 |                       unittest
import time:       996 |     199465 |                     pyparsing.testing
import time:      4455 |       4455 |                     pyparsing.common
import time:      1320 |     234497 |                   pyparsing
import time:      1067 |       1067 |                   httplib2.error
import time:      1193 |     236756 |                 httplib2.auth
import time:       682 |        682 |                 httplib2.iri2uri
import time:       300 |        300 |                   ca_certs_locater
import time:       855 |       1155 |                 httplib2.certs
import time:      1773 |     240549 |               httplib2
import time:       580 |        580 |                 google.ai.generativelanguage.gapic_version
import time:      1050 |       1630 |               google.ai.generativelanguage
import time:       896 |        896 |                 googleapiclient
import time:       750 |        750 |                   google_auth_httplib2
import time:       176 |        176 |                   oauth2client
import time:       568 |       1492 |                 googleapiclient._auth
import time:       878 |        878 |                 googleapiclient._helpers
import time:       981 |        981 |                 googleapiclient.errors
import time:       663 |        663 |                   googleapiclient.version
import time:       481 |        481 |                   google.api_core.version_header
import time:       845 |       1988 |                 googleapiclient.model
import time:      1420 |       7653 |               googleapiclient.http
import time:      1752 |       1752 |                     uritemplate.variable
import time:       889 |        889 |                     uritemplate.orderedset
import time:       667 |        667 |                     uritemplate.template
import time:       709 |       4017 |                   uritemplate.api
import time:      1376 |       5392 |                 uritemplate
import time:       518 |        518 |                 google.api_core.universe
import time:       493 |        493 |                 googleapiclient.mimeparse
import time:       974 |        974 |                 googleapiclient.schema
import time:      1097 |       8472 |               googleapiclient.discovery
import time:      1323 |     259625 |             google.generativeai.client
import time:       765 |     260390 |           google.generativeai.types.file_types
import time:       186 |        186 |             PIL
import time:        17 |        202 |           PIL.Image
import time:       148 |        148 |             IPython
import time:        16 |        163 |           IPython.display
import time:      1738 |     262492 |         google.generativeai.types.content_types
import time:      1334 |       1334 |           google.generativeai.responder
import time:      1965 |       3298 |         google.generativeai.types.generation_types
import time:       882 |        882 |         google.generativeai.types.helper_types
import time:       457 |        457 |             google.generativeai.utils
import time:       947 |       1404 |           google.generativeai.types.permission_types
import time:      3593 |       4997 |         google.generativeai.types.model_types
import time:      1962 |       1962 |         google.generativeai.types.safety_types
import time:      1191 |     276699 |       google.generativeai.types
import time:      1079 |       1079 |       google.generativeai.types.caching_types
import time:       672 |    3261019 |     google.generativeai.caching
import time:       686 |        686 |       google.generativeai.types.text_types
import time:       804 |       1490 |     google.generativeai.embedding
import time:     25998 |      25998 |     google.generativeai.files
import time:      1385 |       1385 |     google.generativeai.generative_models
import time:      1083 |       1083 |             tqdm._monitor
import time:       779 |        779 |             tqdm._tqdm_pandas
import time:       591 |        591 |                         colorama.ansi
import time:       707 |        707 |                           colorama.win32
import time:       610 |       1316 |                         colorama.winterm
import time:       921 |       2828 |                       colorama.ansitowin32
import time:       657 |       3484 |                     colorama.initialise
import time:       523 |       4007 |                   colorama
import time:      1146 |       5152 |                 tqdm.utils
import time:      1878 |       7030 |               tqdm.std
import time:      2477 |       2477 |               tqdm.version
import time:      1145 |      10651 |             tqdm.cli
import time:       894 |        894 |             tqdm.gui
import time:      1940 |      15344 |           tqdm
import time:       442 |        442 |           tqdm.autonotebook
import time:       465 |        465 |           tqdm.asyncio
import time:       604 |      16854 |         tqdm.auto
import time:       972 |      17826 |       google.generativeai.operations
import time:      1664 |      19489 |     google.generativeai.models
D:\Proyects\Ubica_proyect\ubica_v2\ubica-backend\main.py:33: FutureWarning: 

All support for the `google.generativeai` package has ended. It will no longer be receiving 
updates or bug fixes. Please switch to the `google.genai` package as soon as possible.
See README for more details:

https://github.com/google-gemini/deprecated-generative-ai-python/blob/main/README.md

  import google.generativeai as genai
import time:      2051 |    3312401 |   google.generativeai
import time:       748 |        748 |             mcp.client
import time:     76008 |      76008 |             mcp.types
import time:       446 |        446 |                       mcp.shared
import time:       502 |        948 |                     mcp.shared.experimental
import time:       646 |       1593 |                   mcp.shared.experimental.tasks
import time:       666 |        666 |                     mcp.shared.exceptions
import time:       599 |        599 |                       mcp.shared.experimental.tasks.store
import time:       657 |       1255 |                     mcp.shared.experimental.tasks.context
import time:       674 |       2595 |                   mcp.shared.experimental.tasks.helpers
import time:       634 |       4822 |                 mcp.shared.experimental.tasks.polling
import time:      2057 |       6878 |               mcp.client.experimental.tasks
import time:       900 |       7778 |             mcp.client.experimental
import time:      1248 |       1248 |                 mcp.shared.message
import time:       726 |        726 |                   mcp.shared.response_router
import time:       943 |       1669 |                 mcp.shared.session
import time:      1184 |       4100 |               mcp.shared.context
import time:      1210 |       5309 |             mcp.client.experimental.task_handlers
import time:       736 |        736 |             mcp.shared.version
import time:      1826 |      92403 |           mcp.client.session
import time:       475 |        475 |                     httpx_sse._models
import time:       577 |       1052 |                   httpx_sse._decoders
import time:       494 |        494 |                   httpx_sse._exceptions
import time:      1052 |       2597 |                 httpx_sse._api
import time:       914 |       3510 |               httpx_sse
import time:       667 |        667 |               mcp.shared._httpx_utils
import time:       609 |       4785 |             mcp.client.sse
import time:      1651 |       1651 |               anyio.streams.text
import time:       501 |        501 |                   mcp.os
import time:       537 |       1038 |                 mcp.os.posix
import time:       694 |       1732 |               mcp.os.posix.utilities
import time:       653 |        653 |                 mcp.os.win32
import time:      1200 |       1200 |                 anyio.streams.file
import time:     19603 |      19603 |                   _win32sysloader
import time:     33837 |      53440 |                 pywintypes
import time:     30079 |      30079 |                 win32api
import time:      5232 |       5232 |                 win32con
import time:     26480 |      26480 |                 win32job
import time:      1127 |     118208 |               mcp.os.win32.utilities
import time:      1949 |     123539 |             mcp.client.stdio
import time:      2727 |       2727 |             mcp.client.streamable_http
import time:      3115 |     134165 |           mcp.client.session_group
import time:      1109 |       1109 |                     starlette.authentication
import time:       814 |       1922 |                   starlette.middleware.authentication
import time:       639 |        639 |                       mcp.server.auth
import time:       661 |       1300 |                     mcp.server.auth.middleware
import time:      7905 |       7905 |                         mcp.shared.auth
import time:      4010 |      11914 |                       mcp.server.auth.provider
import time:       579 |      12493 |                     mcp.server.auth.middleware.bearer_auth
import time:       786 |      14578 |                   mcp.server.auth.middleware.auth_context
import time:      2270 |       2270 |                   mcp.server.auth.settings
import time:       946 |        946 |                         mcp.server.experimental
import time:       594 |        594 |                         mcp.server.validation
import time:       594 |        594 |                         mcp.shared.experimental.tasks.capabilities
import time:      1095 |       3228 |                       mcp.server.experimental.session_features
import time:      1248 |       1248 |                       mcp.server.models
import time:      2427 |       6902 |                     mcp.server.session
import time:      2696 |       9598 |                   mcp.server.elicitation
import time:       875 |        875 |                   mcp.server.fastmcp.exceptions
import time:       618 |        618 |                       pydantic._internal._validate_call
import time:       479 |        479 |                         mcp.server.fastmcp.utilities
import time:       923 |       1401 |                       mcp.server.fastmcp.utilities.context_injection
import time:       635 |        635 |                         mcp.server.fastmcp.utilities.logging
import time:       620 |        620 |                         mcp.server.fastmcp.utilities.types
import time:      2041 |       3295 |                       mcp.server.fastmcp.utilities.func_metadata
import time:      5216 |      10529 |                     mcp.server.fastmcp.prompts.base
import time:       991 |        991 |                     mcp.server.fastmcp.prompts.manager
import time:       504 |      12024 |                   mcp.server.fastmcp.prompts
import time:      4923 |       4923 |                     mcp.server.fastmcp.resources.base
import time:      6636 |       6636 |                         mcp.server.fastmcp.resources.types
import time:      2004 |       8640 |                       mcp.server.fastmcp.resources.templates
import time:       972 |       9612 |                     mcp.server.fastmcp.resources.resource_manager
import time:       599 |      15134 |                   mcp.server.fastmcp.resources
import time:      1249 |       1249 |                       mcp.shared.tool_name_validation
import time:      2642 |       3891 |                     mcp.server.fastmcp.tools.base
import time:      1292 |       1292 |                     mcp.server.fastmcp.tools.tool_manager
import time:       798 |       5980 |                   mcp.server.fastmcp.tools
import time:       657 |        657 |                                 attrs.converters
import time:       381 |        381 |                                 attrs.exceptions
import time:       467 |        467 |                                 attrs.filters
import time:       311 |        311 |                                 attrs.setters
import time:       292 |        292 |                                 attrs.validators
import time:       873 |       2978 |                               attrs
import time:     34175 |      34175 |                                       rpds.rpds
import time:       473 |      34648 |                                     rpds
import time:       812 |        812 |                                       referencing._attrs
import time:      3394 |       4205 |                                     referencing.exceptions
import time:       972 |        972 |                                     referencing.typing
import time:      4756 |      44579 |                                   referencing._core
import time:       554 |      45132 |                                 referencing
import time:        14 |      45145 |                               referencing.exceptions
import time:       747 |        747 |                               jsonschema._utils
import time:      1268 |      50137 |                             jsonschema.exceptions
import time:       309 |        309 |                             fqdn
import time:       175 |        175 |                             rfc3987
import time:       132 |        132 |                             rfc3986_validator
import time:       127 |        127 |                             rfc3987_syntax
import time:       174 |        174 |                             rfc3339_validator
import time:       201 |        201 |                             webcolors
import time:       126 |        126 |                             jsonpointer
import time:       123 |        123 |                             uri_template
import time:       121 |        121 |                             isoduration
import time:      1189 |      52810 |                           jsonschema._format
import time:      1122 |       1122 |                           jsonschema._types
import time:      1365 |       1365 |                               referencing.jsonschema
import time:       617 |        617 |                               jsonschema_specifications._core
import time:    195258 |     197239 |                             jsonschema_specifications
import time:      1541 |       1541 |                             jsonschema._keywords
import time:      1191 |       1191 |                             jsonschema._legacy_keywords
import time:       716 |        716 |                               jsonschema.protocols
import time:       734 |       1449 |                             jsonschema._typing
import time:      3939 |     205357 |                           jsonschema.validators
import time:       876 |     260164 |                         jsonschema
import time:       712 |        712 |                                 mcp.shared.experimental.tasks.resolver
import time:      1201 |       1913 |                               mcp.shared.experimental.tasks.message_queue
import time:       837 |       2749 |                             mcp.server.experimental.task_result_handler
import time:      1008 |       3757 |                           mcp.server.experimental.task_context
import time:      1204 |       1204 |                             mcp.shared.experimental.tasks.in_memory_task_store
import time:      1078 |       2282 |                           mcp.server.experimental.task_support
import time:      1247 |       7285 |                         mcp.server.experimental.request_context
import time:       834 |        834 |                           mcp.server.lowlevel.func_inspection
import time:      1199 |       2033 |                         mcp.server.lowlevel.experimental
import time:      1072 |       1072 |                         mcp.server.lowlevel.helper_types
import time:      1333 |     271886 |                       mcp.server.lowlevel.server
import time:       454 |     272339 |                     mcp.server.lowlevel
import time:        32 |     272371 |                   mcp.server.lowlevel.helper_types
import time:       949 |        949 |                       sse_starlette.event
import time:      2488 |       2488 |                       sse_starlette.sse
import time:       890 |       4326 |                     sse_starlette
import time:      1626 |       1626 |                     mcp.server.transport_security
import time:       835 |       6786 |                   mcp.server.sse
import time:       688 |        688 |                   mcp.server.stdio
import time:      1274 |       1274 |                   mcp.server.streamable_http
import time:       758 |        758 |                   mcp.server.streamable_http_manager
import time:      3067 |     347318 |                 mcp.server.fastmcp.server
import time:      3123 |     350441 |               mcp.server.fastmcp
